,in_prod_name,pro_status_cd,status_list,category,3,5,12,no_numbers
1406,PSFJT16-150-M6,203-4-3-202-10-11-39-40,"['203', '4', '3', '202', '10', '11', '39', '40']",2,1,0,0,PSFJT--M
1407,PSFJT16-177-M4,200-11-201-10-40-39,"['200', '11', '201', '10', '40', '39']",1,0,0,0,PSFJT--M
1408,PSFJT16-177-M4,200-201-10-11-40-39,"['200', '201', '10', '11', '40', '39']",1,0,0,0,PSFJT--M
1409,PSFJT16-177-M4,201-200-10-11-39-40,"['201', '200', '10', '11', '39', '40']",1,0,0,0,PSFJT--M
1410,PSFJT16-177-M4,200-10-201-11-40-39,"['200', '10', '201', '11', '40', '39']",1,0,0,0,PSFJT--M
1411,PSFJT16-180-M8,11-203-10-202-39-40,"['11', '203', '10', '202', '39', '40']",2,0,0,0,PSFJT--M
1412,PSFJT16-185-M8-FC50-E0,4-13-311-3-202-203-11-39-5-12-10-40-310-6,"['4', '13', '311', '3', '202', '203', '11', '39', '5', '12', '10', '40', '310', '6']",2,1,1,1,PSFJT--M-FC-E
1413,PSFJT16-215-M8,202-10-39-40-11-203,"['202', '10', '39', '40', '11', '203']",2,0,0,0,PSFJT--M
1414,PSFJT16-385-M5,200-8-201-11-39-40,"['200', '8', '201', '11', '39', '40']",1,0,0,0,PSFJT--M
1415,PSFJT16-385-M5,8-200-11-201-39-40,"['8', '200', '11', '201', '39', '40']",1,0,0,0,PSFJT--M
1416,PSFJT16-400-M8,200-201-10-11-40-39,"['200', '201', '10', '11', '40', '39']",1,0,0,0,PSFJT--M
1417,PSFJT16-56-M6,4-3-39-40-11-202-10-203,"['4', '3', '39', '40', '11', '202', '10', '203']",2,1,0,0,PSFJT--M
1418,PSFJT16-70-M6,39-40-201-200-10-11,"['39', '40', '201', '200', '10', '11']",1,0,0,0,PSFJT--M
1419,PSFJT20-105-M8,202-39-10-203-40-11,"['202', '39', '10', '203', '40', '11']",2,0,0,0,PSFJT--M
1420,PSFJT20-120-M6,202-39-3-10-11-40-4-203,"['202', '39', '3', '10', '11', '40', '4', '203']",2,1,0,0,PSFJT--M
1421,PSFJT20-120-M6,39-40-3-4-11,"['39', '40', '3', '4', '11']",0,1,0,0,PSFJT--M
1422,PSFJT20-140-M8-LKC,202-39-11-10-40-3-203-4,"['202', '39', '11', '10', '40', '3', '203', '4']",2,1,0,0,PSFJT--M-LKC
1423,PSFJT20-170-M8,4-203-3-10-202-39-11-40,"['4', '203', '3', '10', '202', '39', '11', '40']",2,1,0,0,PSFJT--M
1424,PSFJT20-178-M8,39-40-3-4-203-11-10-202,"['39', '40', '3', '4', '203', '11', '10', '202']",2,1,0,0,PSFJT--M
1425,PSFJT20-260-M4,39-40-3-11-10-202-203-4,"['39', '40', '3', '11', '10', '202', '203', '4']",2,1,0,0,PSFJT--M
1426,PSFJT20-60-M8,40-39-11-3-202-10-203-4,"['40', '39', '11', '3', '202', '10', '203', '4']",2,1,0,0,PSFJT--M
1427,PSFJT20-60-M8,10-202-203-40-39-11-3-4,"['10', '202', '203', '40', '39', '11', '3', '4']",2,1,0,0,PSFJT--M
1428,PSFJT25-131-M8-LKC,40-39-3-203-4-10-202-11,"['40', '39', '3', '203', '4', '10', '202', '11']",2,1,0,0,PSFJT--M-LKC
1429,PSFJT25-143-M8,40-39-11-202-4-3-10-203,"['40', '39', '11', '202', '4', '3', '10', '203']",2,1,0,0,PSFJT--M
1430,PSFJT25-169-M8-LKC,40-203-39-11-3-4-10-202,"['40', '203', '39', '11', '3', '4', '10', '202']",2,1,0,0,PSFJT--M-LKC
1431,PSFJT25-311-M8,202-10-3-40-11-4-39-203,"['202', '10', '3', '40', '11', '4', '39', '203']",2,1,0,0,PSFJT--M
1432,PSFJT25-700-M6,10-11-3-203-202-40-39,"['10', '11', '3', '203', '202', '40', '39']",2,1,0,0,PSFJT--M
1433,PSFJT30-423-M12-SC0,203-11-3-6-4-10-202-5-431-39-430-40-13-12,"['203', '11', '3', '6', '4', '10', '202', '5', '431', '39', '430', '40', '13', '12']",2,1,1,1,PSFJT--M-SC
1434,PSFJT30-450-M10,202-40-10-11-39-203-4-3,"['202', '40', '10', '11', '39', '203', '4', '3']",2,1,0,0,PSFJT--M
1435,PSFJT30-540-M10,3-4-202-203-11-39-40-10,"['3', '4', '202', '203', '11', '39', '40', '10']",2,1,0,0,PSFJT--M
1436,PSFJT35-1200-M8-WFC15-A0-E0,40-4-10-6-202-3-39-5-203-13-481-11-12-480,"['40', '4', '10', '6', '202', '3', '39', '5', '203', '13', '481', '11', '12', '480']",2,1,1,1,PSFJT--M-WFC-A-E
1437,PSFJT35-190-MSC18,39-4-11-203-40-6-10-5-3-202,"['39', '4', '11', '203', '40', '6', '10', '5', '3', '202']",2,1,1,0,PSFJT--MSC
1438,PSFJT35-380-M8,10-39-203-40-4-202-11-3,"['10', '39', '203', '40', '4', '202', '11', '3']",2,1,0,0,PSFJT--M
1439,PSFJT35-400-M8,3-10-202-40-39-11-203-4,"['3', '10', '202', '40', '39', '11', '203', '4']",2,1,0,0,PSFJT--M
1440,PSFJT35-500-M10,203-11-10-40-202-39,"['203', '11', '10', '40', '202', '39']",2,0,0,0,PSFJT--M
1441,PSFJT35-560-M8,40-203-11-10-39-202,"['40', '203', '11', '10', '39', '202']",2,0,0,0,PSFJT--M
1442,PSFJT4-28-M2,39-40-5-4-3-10-202-203-11-6,"['39', '40', '5', '4', '3', '10', '202', '203', '11', '6']",2,1,1,0,PSFJT--M
1443,PSFJT4-28-M2,40-39-3-6-5-4-10-202-203-11,"['40', '39', '3', '6', '5', '4', '10', '202', '203', '11']",2,1,1,0,PSFJT--M
1444,PSFJT4-28-M2,40-39-6-5-3-4-11-202-10-203,"['40', '39', '6', '5', '3', '4', '11', '202', '10', '203']",2,1,1,0,PSFJT--M
1445,PSFJT4-44-M2,203-11-10-5-4-6-3-39-202-40,"['203', '11', '10', '5', '4', '6', '3', '39', '202', '40']",2,1,1,0,PSFJT--M
1446,PSFJT4-58-M2,39-40-3-6-5-4-10-203-202-11,"['39', '40', '3', '6', '5', '4', '10', '203', '202', '11']",2,1,1,0,PSFJT--M
1447,PSFJT4-74-M2,203-39-40-11-3-4-6-10-202-5,"['203', '39', '40', '11', '3', '4', '6', '10', '202', '5']",2,1,1,0,PSFJT--M
1448,PSFJT40-310-MSC12,39-10-203-11-4-40-3-202,"['39', '10', '203', '11', '4', '40', '3', '202']",2,1,0,0,PSFJT--MSC
1449,PSFJT40-350-M10,3-39-11-203-40-202-10-4,"['3', '39', '11', '203', '40', '202', '10', '4']",2,1,0,0,PSFJT--M
1450,PSFJT40-466-M10-LKC,203-11-4-10-202-39-40-3,"['203', '11', '4', '10', '202', '39', '40', '3']",2,1,0,0,PSFJT--M-LKC
1451,PSFJT40-466-M10-LKC,203-3-202-10-11-40-39-4,"['203', '3', '202', '10', '11', '40', '39', '4']",2,1,0,0,PSFJT--M-LKC
1452,PSFJT40-770-M12,39-40-3-4-11-203-202-10,"['39', '40', '3', '4', '11', '203', '202', '10']",2,1,0,0,PSFJT--M
1453,PSFJT5-35-M3,10-5-202-11-39-6-4-3-203-40,"['10', '5', '202', '11', '39', '6', '4', '3', '203', '40']",2,1,1,0,PSFJT--M
1454,PSFJT5-35-M3,5-40-39-4-6-11-203-202-3-10,"['5', '40', '39', '4', '6', '11', '203', '202', '3', '10']",2,1,1,0,PSFJT--M
1455,PSFJT5-40-M3,202-4-6-203-11-5-3-10-40-39,"['202', '4', '6', '203', '11', '5', '3', '10', '40', '39']",2,1,1,0,PSFJT--M
1456,PSFJT5-45-M3,40-39-203-11-202-10-5-3-4,"['40', '39', '203', '11', '202', '10', '5', '3', '4']",2,1,1,0,PSFJT--M
1457,PSFJT5-65-M3,4-6-5-3-11-203-39-10-40-202,"['4', '6', '5', '3', '11', '203', '39', '10', '40', '202']",2,1,1,0,PSFJT--M
1458,PSFJT5-90-M3,39-11-40-203-4-10-3-6-202-5,"['39', '11', '40', '203', '4', '10', '3', '6', '202', '5']",2,1,1,0,PSFJT--M
1459,PSFJT5-90-M3,40-39-11-10-5-203-202-4-3-6,"['40', '39', '11', '10', '5', '203', '202', '4', '3', '6']",2,1,1,0,PSFJT--M
1460,PSFJT6-28-M3,10-200-40-39-201-11,"['10', '200', '40', '39', '201', '11']",1,0,0,0,PSFJT--M
1461,PSFJT6-28-M3,200-40-39-10-201-11,"['200', '40', '39', '10', '201', '11']",1,0,0,0,PSFJT--M
1462,PSFJT6-28-M3,40-200-11-39-201-10,"['40', '200', '11', '39', '201', '10']",1,0,0,0,PSFJT--M
1463,PSFJT6-37-M3,40-39-11-4-10-3-202-203,"['40', '39', '11', '4', '10', '3', '202', '203']",2,1,0,0,PSFJT--M
1464,PSFJT6-50-M3,202-4-10-11-40-39-3-203,"['202', '4', '10', '11', '40', '39', '3', '203']",2,1,0,0,PSFJT--M
1465,PSFJT6-66-M3,201-11-39-40-10-200,"['201', '11', '39', '40', '10', '200']",1,0,0,0,PSFJT--M
1466,PSFJT6-66-M3,10-200-201-11-40-39,"['10', '200', '201', '11', '40', '39']",1,0,0,0,PSFJT--M
1467,PSFJT6-66-M3,10-11-200-39-201-40,"['10', '11', '200', '39', '201', '40']",1,0,0,0,PSFJT--M
1468,PSFJT6-78-M3-E2-FC10,12-203-202-4-40-310-10-11-13-3-311-39,"['12', '203', '202', '4', '40', '310', '10', '11', '13', '3', '311', '39']",2,1,0,1,PSFJT--M-E-FC
1469,PSFJT8-115-M4,10-200-11-201-40-39,"['10', '200', '11', '201', '40', '39']",1,0,0,0,PSFJT--M
1470,PSFJT8-115-M4,40-10-200-11-201-39,"['40', '10', '200', '11', '201', '39']",1,0,0,0,PSFJT--M
1471,PSFJT8-115-M4,40-10-200-11-201-39,"['40', '10', '200', '11', '201', '39']",1,0,0,0,PSFJT--M
1472,PSFJT8-115-M4,201-10-40-11-39-200,"['201', '10', '40', '11', '39', '200']",1,0,0,0,PSFJT--M
1473,PSFJT8-115-M4,39-201-40-11-200-10,"['39', '201', '40', '11', '200', '10']",1,0,0,0,PSFJT--M
1474,PSFJT8-115-M4,11-201-39-200-10-40,"['11', '201', '39', '200', '10', '40']",1,0,0,0,PSFJT--M
1475,PSFJT8-115-M4,39-200-40-11-201-10,"['39', '200', '40', '11', '201', '10']",1,0,0,0,PSFJT--M
1476,PSFJT8-115-M4,40-39-11-10-200-201,"['40', '39', '11', '10', '200', '201']",1,0,0,0,PSFJT--M
1477,PSFJT8-115-M4,40-10-200-201-11-39,"['40', '10', '200', '201', '11', '39']",1,0,0,0,PSFJT--M
1478,PSFJT8-115-M4,201-40-39-200-10-11,"['201', '40', '39', '200', '10', '11']",1,0,0,0,PSFJT--M
1479,PSFJT8-115-M4,11-200-10-201-39-40,"['11', '200', '10', '201', '39', '40']",1,0,0,0,PSFJT--M
1480,PSFJT8-148-M4,11-40-10-201-200-39,"['11', '40', '10', '201', '200', '39']",1,0,0,0,PSFJT--M
1481,PSFJT8-30-M4,200-39-10-40-201-11,"['200', '39', '10', '40', '201', '11']",1,0,0,0,PSFJT--M
1482,PSFJT8-44-M4,200-10-40-11-201-39,"['200', '10', '40', '11', '201', '39']",1,0,0,0,PSFJT--M
1483,PSFJT8-75-M3-FC5-E0,3-311-12-13-310-11-4-39-40,"['3', '311', '12', '13', '310', '11', '4', '39', '40']",0,1,0,1,PSFJT--M-FC-E
1484,PSFJW10-117-M4-N4,11-39-40-200-10-201,"['11', '39', '40', '200', '10', '201']",1,0,0,0,PSFJW--M-N
1485,PSFJW10-130-M5-N3,203-39-3-10-11-4-202-40,"['203', '39', '3', '10', '11', '4', '202', '40']",2,1,0,0,PSFJW--M-N
1486,PSFJW10-150-M4-N4,10-40-39-11-201-200,"['10', '40', '39', '11', '201', '200']",1,0,0,0,PSFJW--M-N
1487,PSFJW10-265-M6-N6,201-10-11-200-40-39,"['201', '10', '11', '200', '40', '39']",1,0,0,0,PSFJW--M-N
1488,PSFJW10-295-M6-N6,200-40-10-39-11-201,"['200', '40', '10', '39', '11', '201']",1,0,0,0,PSFJW--M-N
1489,PSFJW10-300-M5-N5-LKC,11-201-39-10-40-200,"['11', '201', '39', '10', '40', '200']",1,0,0,0,PSFJW--M-N-LKC
1490,PSFJW10-33-M4-N4,11-201-200-10-40-39,"['11', '201', '200', '10', '40', '39']",1,0,0,0,PSFJW--M-N
1491,PSFJW10-33-M4-N4,39-40-10-11-200-201,"['39', '40', '10', '11', '200', '201']",1,0,0,0,PSFJW--M-N
1492,PSFJW10-471-M5-N5,39-11-201-40-10-200,"['39', '11', '201', '40', '10', '200']",1,0,0,0,PSFJW--M-N
1493,PSFJW10-50-M5-N5,11-200-40-201-10-39,"['11', '200', '40', '201', '10', '39']",1,0,0,0,PSFJW--M-N
1494,PSFJW10-50-M5-N5,39-40-10-201-11-200,"['39', '40', '10', '201', '11', '200']",1,0,0,0,PSFJW--M-N
1495,PSFJW10-52-M4-N4-LKC-FC8-A10,3-13-311-10-202-203-11-12-310-39-40,"['3', '13', '311', '10', '202', '203', '11', '12', '310', '39', '40']",2,1,0,1,PSFJW--M-N-LKC-FC-A
1496,PSFJW10-535-M3-N3,202-10-39-40-3-203-11,"['202', '10', '39', '40', '3', '203', '11']",2,1,0,0,PSFJW--M-N
1497,PSFJW10-537-M5-N5,40-10-39-11-201-200,"['40', '10', '39', '11', '201', '200']",1,0,0,0,PSFJW--M-N
1498,PSFJW10-70-M5-N5-SC0,10-200-11-201-430-12-13-431-40-39,"['10', '200', '11', '201', '430', '12', '13', '431', '40', '39']",1,0,0,1,PSFJW--M-N-SC
1499,PSFJW10-96-M4-N4,10-200-201-11-39-40,"['10', '200', '201', '11', '39', '40']",1,0,0,0,PSFJW--M-N
1500,PSFJW10-98-M5-N5,10-200-11-201-39-40,"['10', '200', '11', '201', '39', '40']",1,0,0,0,PSFJW--M-N
1501,PSFJW12-149-M5-N5-SC75,13-10-431-39-40-430-12-200-201-11,"['13', '10', '431', '39', '40', '430', '12', '200', '201', '11']",1,0,0,1,PSFJW--M-N-SC
1502,PSFJW12-171-M4-N4,40-39-201-11-10-200,"['40', '39', '201', '11', '10', '200']",1,0,0,0,PSFJW--M-N
1503,PSFJW12-188-M5-N5,10-200-39-40-11-201,"['10', '200', '39', '40', '11', '201']",1,0,0,0,PSFJW--M-N
1504,PSFJW12-188-M5-N5,200-10-11-39-40-201,"['200', '10', '11', '39', '40', '201']",1,0,0,0,PSFJW--M-N
1505,PSFJW12-188-M5-N5,10-200-40-201-11-39,"['10', '200', '40', '201', '11', '39']",1,0,0,0,PSFJW--M-N
1506,PSFJW12-188-M5-N5,39-201-40-200-10-11,"['39', '201', '40', '200', '10', '11']",1,0,0,0,PSFJW--M-N
1507,PSFJW12-30-M6-N6,10-11-4-203-3-39-202-40,"['10', '11', '4', '203', '3', '39', '202', '40']",2,1,0,0,PSFJW--M-N
1508,PSFJW12-300-M6-N6,11-40-39-10-200-201,"['11', '40', '39', '10', '200', '201']",1,0,0,0,PSFJW--M-N
1509,PSFJW12-300-M6-N6-LKC,11-10-200-201-40-39,"['11', '10', '200', '201', '40', '39']",1,0,0,0,PSFJW--M-N-LKC
1510,PSFJW12-377-M6-N6,10-200-201-11-40-39,"['10', '200', '201', '11', '40', '39']",1,0,0,0,PSFJW--M-N
1511,PSFJW12-420-M6-N6,40-39-10-200-11-201,"['40', '39', '10', '200', '11', '201']",1,0,0,0,PSFJW--M-N
1512,PSFJW12-526-M6-N6,203-4-40-3-10-202-39-11,"['203', '4', '40', '3', '10', '202', '39', '11']",2,1,0,0,PSFJW--M-N
1513,PSFJW12-65-M6-N6,11-201-39-40-200-10,"['11', '201', '39', '40', '200', '10']",1,0,0,0,PSFJW--M-N
1514,PSFJW12-65-M6-N6,40-201-39-11-10-200,"['40', '201', '39', '11', '10', '200']",1,0,0,0,PSFJW--M-N
1515,PSFJW12-70-M5-N5,3-4-10-40-202-11-203-39,"['3', '4', '10', '40', '202', '11', '203', '39']",2,1,0,0,PSFJW--M-N
1516,PSFJW12-72-M8-N6,40-39-202-10-11-203,"['40', '39', '202', '10', '11', '203']",2,0,0,0,PSFJW--M-N
1517,PSFJW12-72-M8-N6,203-202-11-39-10-40,"['203', '202', '11', '39', '10', '40']",2,0,0,0,PSFJW--M-N
1518,PSFJW12-72-M8-N6,10-202-40-203-11-39,"['10', '202', '40', '203', '11', '39']",2,0,0,0,PSFJW--M-N
1519,PSFJW12-72-M8-N6,39-10-11-202-203-40,"['39', '10', '11', '202', '203', '40']",2,0,0,0,PSFJW--M-N
1520,PSFJW12-72-M8-N6,10-202-11-39-203-40,"['10', '202', '11', '39', '203', '40']",2,0,0,0,PSFJW--M-N
1521,PSFJW12-79-M5-N5-SC40,431-11-203-430-3-202-13-39-40-12-10,"['431', '11', '203', '430', '3', '202', '13', '39', '40', '12', '10']",2,1,0,1,PSFJW--M-N-SC
1522,PSFJW12-79-M5-N5-SC40,12-3-39-431-13-11-203-40-430-10-202,"['12', '3', '39', '431', '13', '11', '203', '40', '430', '10', '202']",2,1,0,1,PSFJW--M-N-SC
1523,PSFJW13-120-M5-N5-LKC,4-3-202-203-11-10-40-39,"['4', '3', '202', '203', '11', '10', '40', '39']",2,1,0,0,PSFJW--M-N-LKC
1524,PSFJW15-154-M6-N6,11-39-40-10-4-202-203-3,"['11', '39', '40', '10', '4', '202', '203', '3']",2,1,0,0,PSFJW--M-N
1525,PSFJW15-270-M8-N8-SC80,430-11-431-4-10-13-3-202-12-203-39-40,"['430', '11', '431', '4', '10', '13', '3', '202', '12', '203', '39', '40']",2,1,0,1,PSFJW--M-N-SC
1526,PSFJW15-370-M8-N8-SC80,430-12-4-11-203-13-3-10-431-202-40-39,"['430', '12', '4', '11', '203', '13', '3', '10', '431', '202', '40', '39']",2,1,0,1,PSFJW--M-N-SC
1527,PSFJW15-38-M6-N6,39-11-203-10-4-40-3-202,"['39', '11', '203', '10', '4', '40', '3', '202']",2,1,0,0,PSFJW--M-N
1528,PSFJW15-427-M6-N6,4-3-11-203-10-40-202-39,"['4', '3', '11', '203', '10', '40', '202', '39']",2,1,0,0,PSFJW--M-N
1529,PSFJW15-448-M8-N8,4-202-11-203-3-39-10-40,"['4', '202', '11', '203', '3', '39', '10', '40']",2,1,0,0,PSFJW--M-N
1530,PSFJW15-570-M10-N10,4-5-6-3-11-40-39-203-202-10,"['4', '5', '6', '3', '11', '40', '39', '203', '202', '10']",2,1,1,0,PSFJW--M-N
1531,PSFJW15-80-M5-N5,40-3-4-39-203-10-202-11,"['40', '3', '4', '39', '203', '10', '202', '11']",2,1,0,0,PSFJW--M-N
1532,PSFJW16-150-M6-N6,4-203-11-202-40-39-3-10,"['4', '203', '11', '202', '40', '39', '3', '10']",2,1,0,0,PSFJW--M-N
1533,PSFJW16-150-M8-N8,4-3-10-203-11-202-39-40,"['4', '3', '10', '203', '11', '202', '39', '40']",2,1,0,0,PSFJW--M-N
1534,PSFJW16-158-M6-N6,39-10-202-40-11-203-4-3,"['39', '10', '202', '40', '11', '203', '4', '3']",2,1,0,0,PSFJW--M-N
1535,PSFJW16-182-M6-N6,3-4-40-203-39-202-11-10,"['3', '4', '40', '203', '39', '202', '11', '10']",2,1,0,0,PSFJW--M-N
1536,PSFJW16-200-M10-N10,11-203-4-6-5-3-10-202-40-39,"['11', '203', '4', '6', '5', '3', '10', '202', '40', '39']",2,1,1,0,PSFJW--M-N
1537,PSFJW16-240-M8-N8,10-200-201-39-11-40,"['10', '200', '201', '39', '11', '40']",1,0,0,0,PSFJW--M-N
1538,PSFJW16-248-M6-N6,202-10-40-11-203-39,"['202', '10', '40', '11', '203', '39']",2,0,0,0,PSFJW--M-N
1539,PSFJW16-260-M6-N6-LKC,11-203-10-202-40-39,"['11', '203', '10', '202', '40', '39']",2,0,0,0,PSFJW--M-N-LKC
1540,PSFJW16-269-M5-N5,10-203-11-39-40-202,"['10', '203', '11', '39', '40', '202']",2,0,0,0,PSFJW--M-N
1541,PSFJW16-270-M8-N8-LKC-SC10,4-3-202-203-10-11-39-12-40-13-431-430,"['4', '3', '202', '203', '10', '11', '39', '12', '40', '13', '431', '430']",2,1,0,1,PSFJW--M-N-LKC-SC
1542,PSFJW16-333-M8-N8,202-11-10-3-203-4-40-39,"['202', '11', '10', '3', '203', '4', '40', '39']",2,1,0,0,PSFJW--M-N
1543,PSFJW16-360-M8-N8,40-39-11-203-4-3-10-202,"['40', '39', '11', '203', '4', '3', '10', '202']",2,1,0,0,PSFJW--M-N
1544,PSFJW16-420-MD6-N6-SC10,13-430-40-11-431-39-12-10-203-202-4-3,"['13', '430', '40', '11', '431', '39', '12', '10', '203', '202', '4', '3']",2,1,0,1,PSFJW--MD-N-SC
1545,PSFJW16-422-MD6-N6-SC10,40-431-203-13-11-202-39-12-10-430-3,"['40', '431', '203', '13', '11', '202', '39', '12', '10', '430', '3']",2,1,0,1,PSFJW--MD-N-SC
1546,PSFJW16-422-MD6-N6-SC10,11-10-202-40-13-39-431-203-12-430,"['11', '10', '202', '40', '13', '39', '431', '203', '12', '430']",2,0,0,1,PSFJW--MD-N-SC
1547,PSFJW16-430-M8-N8,40-39-200-11-201-10,"['40', '39', '200', '11', '201', '10']",1,0,0,0,PSFJW--M-N
1548,PSFJW16-435-M6-N6,8-200-39-201-11-40,"['8', '200', '39', '201', '11', '40']",1,0,0,0,PSFJW--M-N
1549,PSFJW16-438-M8-N8,11-40-39-10-201-200,"['11', '40', '39', '10', '201', '200']",1,0,0,0,PSFJW--M-N
1550,PSFJW16-48-M6-N8,11-203-202-3-10-4-39-40,"['11', '203', '202', '3', '10', '4', '39', '40']",2,1,0,0,PSFJW--M-N
1551,PSFJW16-485-M8-N8,201-11-10-40-39-200,"['201', '11', '10', '40', '39', '200']",1,0,0,0,PSFJW--M-N
1552,PSFJW16-715-M8-N8,10-40-4-11-203-202-39-3,"['10', '40', '4', '11', '203', '202', '39', '3']",2,1,0,0,PSFJW--M-N
1553,PSFJW16-85-M8-N8,203-39-10-40-202-11,"['203', '39', '10', '40', '202', '11']",2,0,0,0,PSFJW--M-N
1554,PSFJW16-862-M5-N8,203-10-202-39-40-11-3-4,"['203', '10', '202', '39', '40', '11', '3', '4']",2,1,0,0,PSFJW--M-N
1555,PSFJW18-195-MD8-N8-SC20,430-3-13-431-40-4-202-12-39-203-11-10,"['430', '3', '13', '431', '40', '4', '202', '12', '39', '203', '11', '10']",2,1,0,1,PSFJW--MD-N-SC
1556,PSFJW18-330-M8-N8-WSC17-X20,12-13-490-202-491-40-39-10-11-203-4-3,"['12', '13', '490', '202', '491', '40', '39', '10', '11', '203', '4', '3']",2,1,0,1,PSFJW--M-N-WSC-X
1557,PSFJW18-330-M8-N8-WSC17-X20,202-203-10-4-3-11-13-40-12-490-39-491,"['202', '203', '10', '4', '3', '11', '13', '40', '12', '490', '39', '491']",2,1,0,1,PSFJW--M-N-WSC-X
1558,PSFJW18-450-M8-N8,202-4-10-203-11-3-39-40,"['202', '4', '10', '203', '11', '3', '39', '40']",2,1,0,0,PSFJW--M-N
1559,PSFJW18-57-M6-N10,202-3-4-11-10-40-203-39,"['202', '3', '4', '11', '10', '40', '203', '39']",2,1,0,0,PSFJW--M-N
1560,PSFJW18-66-M6-N6,10-4-40-3-203-39-11-202,"['10', '4', '40', '3', '203', '39', '11', '202']",2,1,0,0,PSFJW--M-N
1561,PSFJW20-1081-M8-N8,203-10-202-3-11-4-39-40,"['203', '10', '202', '3', '11', '4', '39', '40']",2,1,0,0,PSFJW--M-N
1562,PSFJW20-1100-M8-N8,11-39-203-4-10-202-3-40,"['11', '39', '203', '4', '10', '202', '3', '40']",2,1,0,0,PSFJW--M-N
1563,PSFJW20-130-M6-N6,39-11-202-40-10-4-3-203,"['39', '11', '202', '40', '10', '4', '3', '203']",2,1,0,0,PSFJW--M-N
1564,PSFJW20-153-M10-N10,4-39-3-40-203-11-202-10,"['4', '39', '3', '40', '203', '11', '202', '10']",2,1,0,0,PSFJW--M-N
1565,PSFJW20-175.5-M12-N12-LKC,11-10-202-40-39-3-4-203,"['11', '10', '202', '40', '39', '3', '4', '203']",2,1,0,0,PSFJW-.-M-N-LKC
1566,PSFJW20-175.5-M12-N12-LKC,39-40-10-4-11-202-203-3,"['39', '40', '10', '4', '11', '202', '203', '3']",2,1,0,0,PSFJW-.-M-N-LKC
1567,PSFJW20-204-M8-N8,3-4-11-10-39-40-203-202,"['3', '4', '11', '10', '39', '40', '203', '202']",2,1,0,0,PSFJW--M-N
1568,PSFJW20-230-M6-N6,39-40-201-10-200-11,"['39', '40', '201', '10', '200', '11']",1,0,0,0,PSFJW--M-N
1569,PSFJW20-230-M6-N6,40-39-11-201-200-10,"['40', '39', '11', '201', '200', '10']",1,0,0,0,PSFJW--M-N
1570,PSFJW20-252-M10-N10-LKC,203-10-4-202-3-40-39-11,"['203', '10', '4', '202', '3', '40', '39', '11']",2,1,0,0,PSFJW--M-N-LKC
1571,PSFJW20-280-M8-N8,40-4-3-11-202-203-39-10,"['40', '4', '3', '11', '202', '203', '39', '10']",2,1,0,0,PSFJW--M-N
1572,PSFJW20-280-M8-N8,3-40-11-203-4-202-10-39,"['3', '40', '11', '203', '4', '202', '10', '39']",2,1,0,0,PSFJW--M-N
1573,PSFJW20-305-M8-N8,11-39-40-202-10-203-3-4,"['11', '39', '40', '202', '10', '203', '3', '4']",2,1,0,0,PSFJW--M-N
1574,PSFJW20-396.8-M6-N6-LKC,39-203-11-10-202-40,"['39', '203', '11', '10', '202', '40']",2,0,0,0,PSFJW-.-M-N-LKC
1575,PSFJW20-400-M6-N6,40-10-203-39-11-202,"['40', '10', '203', '39', '11', '202']",2,0,0,0,PSFJW--M-N
1576,PSFJW20-420-M6-N6,11-203-40-39-10-3-202-4,"['11', '203', '40', '39', '10', '3', '202', '4']",2,1,0,0,PSFJW--M-N
1577,PSFJW20-450-M8-N8,40-200-8-39-11-201,"['40', '200', '8', '39', '11', '201']",1,0,0,0,PSFJW--M-N
1578,PSFJW20-455-M12-N12,203-4-39-40-202-11-10-3,"['203', '4', '39', '40', '202', '11', '10', '3']",2,1,0,0,PSFJW--M-N
1579,PSFJW20-466-M6-N6,40-203-4-10-202-39-3-11,"['40', '203', '4', '10', '202', '39', '3', '11']",2,1,0,0,PSFJW--M-N
1580,PSFJW20-471-M8-N8-SC95,203-430-11-40-12-202-10-431-13-39,"['203', '430', '11', '40', '12', '202', '10', '431', '13', '39']",2,0,0,1,PSFJW--M-N-SC
1581,PSFJW20-520-M8-N8,10-39-203-11-202-40,"['10', '39', '203', '11', '202', '40']",2,0,0,0,PSFJW--M-N
1582,PSFJW20-700-M8-N8,11-10-202-3-4-203-39-40,"['11', '10', '202', '3', '4', '203', '39', '40']",2,1,0,0,PSFJW--M-N
1583,PSFJW20-700-M8-N8,11-10-39-40-203-4-3-202,"['11', '10', '39', '40', '203', '4', '3', '202']",2,1,0,0,PSFJW--M-N
1584,PSFJW20-75-M6-N6-SC10-LKC,12-431-13-40-39-430-11-202-10-203-3-4,"['12', '431', '13', '40', '39', '430', '11', '202', '10', '203', '3', '4']",2,1,0,1,PSFJW--M-N-SC-LKC
1585,PSFJW20-750-M8-N6,202-203-11-3-40-39-10-4,"['202', '203', '11', '3', '40', '39', '10', '4']",2,1,0,0,PSFJW--M-N
1586,PSFJW20-84-M8-N8,202-39-11-203-3-40-4-10,"['202', '39', '11', '203', '3', '40', '4', '10']",2,1,0,0,PSFJW--M-N
1587,PSFJW20-96-M8-N6-SC10,39-202-203-11-430-431-13-10-12-40,"['39', '202', '203', '11', '430', '431', '13', '10', '12', '40']",2,0,0,1,PSFJW--M-N-SC
