client_cd,order_cd,pro_seq,pro_status_cd
35726,223366,1,12-506-13-507-10-200-39-40-201-11
35726,223366,2,12-506-13-507-10-200-39-40-201-11
35740,205639,1,3-4-10-202-203-11-39-40
35740,205655,1,11-3-4-5-6-12-430-13-431-10-202-39-40-203
35740,205660,1,39-40-3-4-10-202-203-11-12-430-13-431
35747,5490,1,10-202-11-203-39-40
35752,204156,1,10-202-203-11-39-40
35752,204157,1,10-202-203-11-39-40
35762,228277,1,12-490-13-491-39-40-3-4-5-6-10-202-11-203
35762,228279,1,12-490-13-491-39-40-3-4-5-6-10-202-11-203
35762,228538,1,39-40-3-4-10-202-11-203
35762,228644,1,39-40-3-4-10-202-11-203
35762,228850,1,39-40-12-490-491-13-3-4-5-6-10-202-203-11
35762,228852,1,39-40-3-4-5-6-10-202-203-11-12-490-13-491
35762,228906,1,39-40-12-490-491-13-3-4-5-6-10-202-203-11
35762,228908,1,39-40-3-4-5-6-10-202-203-11-12-490-13-491
35762,228972,1,13-491-39-40-12-490-3-4-5-6-10-202-203-11
35762,228974,1,39-40-12-490-13-491-3-4-5-10-202-11-203
35762,229033,1,13-491-39-40-12-490-3-4-10-202-203-11
35762,229035,1,39-40-12-490-13-491-3-4-5-6-10-202-11-203
35876,201441,1,10-202-11-203-39-40
36004,209225,1,39-40-3-4-11
36004,209226,1,3-4-5-6-10-202-203-11-39-40
36004,209227,1,3-4-5-6-10-202-11-203-39-40
36004,209231,1,39-40-3-4-5-6-10-202-11-203
36004,209232,1,3-4-5-6-10-202-11-203-39-40
36004,209315,1,3-10-204-11-39-40-205
36173,1808,1,10-202-203-11-39-40-3-4
36173,1816,1,10-202-203-11-39-40-3
36407,27770,1,3-10-202-203-11-39-40
36407,28501,1,12-430-13-431-39-40-11-3-10-202-203
36407,28505,1,3-4-10-202-11-203-12-430-13-431-39-40
36407,28509,1,12-430-13-431-39-40-10-202-203-11-3-4
36407,28513,1,3-4-10-202-203-11-12-430-13-431-39-40
36407,30715,1,3-10-202-11-203-39-40
36407,30808,1,3-4-10-202-11-203-39-40
36484,219754,1,10-202-203-11-39-40-3-4
36578,504411,1,11-39-40-3-4-10-202-203
36578,504411,2,11-39-40-3-4-10-202-203
36578,504411,3,11-39-40-3-4-10-202-203
36578,504411,4,11-39-40-3-4-10-202-203
36578,504411,5,11-203-39-40-3-4-10-202
36578,504411,6,11-203-39-40-3-4-10-202
36578,504411,7,11-10-202-203-39-40-3-4
36578,504411,8,11-10-202-203-39-40-3-4
36578,504411,9,4-10-202-203-11-3-39-40
36578,504411,10,3-10-202-11-203-39-40
36578,504411,11,3-4-10-202-39-40-11-203
36578,504411,12,3-4-10-202-11-203-39-40
36578,504411,13,3-4-10-202-39-40-11-203
36578,504411,14,3-4-39-40-11-203-10-202
36578,504411,15,3-39-40-4-10-202-11-203
36578,504411,16,3-39-40-4-10-202-11-203
36578,504411,17,39-40-3-4-10-202-11-203
36578,504411,18,39-40-3-4-10-202-11-203
36578,504411,19,39-40-3-4-10-202-203-11
36578,504411,20,39-40-3-4-10-202-203-11
36578,504411,21,39-40-3-4-10-202-203-11
36578,504411,22,39-40-3-4-10-202-203-11
36578,504411,23,39-40-3-4-10-202-203-11
36578,504411,24,39-40-3-4-10-202-203-11
36578,504411,25,39-40-3-4-10-202-203-11
36578,504550,1,10-200-201-11-39-40
36578,504585,1,39-40-3-4-10-202-203-11
36607,202787,1,3-10-202-203-11-39-40
36663,203592,1,10-200-201-11-39-40
36663,203593,1,39-40-3-4-10-202-203-11
36864,8695,1,39-40-3-4-5-203-11-10-202
36864,8695,2,39-40-3-4-5-203-11-10-202
36864,8695,3,39-40-3-4-5-6-10-202-203-11
36864,8695,4,39-40-3-4-5-6-10-202-203-11
36864,8695,5,39-40-3-4-5-6-10-202-203-11
36864,8695,6,39-40-3-4-5-6-10-202-203-11
36864,8703,1,3-4-5-6-39-40-10-202-203-11
36864,8703,2,3-4-5-6-10-202-39-40-203-11
36864,8703,3,3-4-5-6-39-40-10-202-203-11
36864,8703,4,3-4-5-6-39-40-10-202-203-11
36864,8703,5,39-40-3-4-5-6-10-202-203-11
36864,8703,6,39-40-3-4-5-6-10-202-203-11
36864,8771,1,3-4-39-5-40-6-10-202-203-11
36864,8771,2,39-40-3-4-5-6-10-202-203-11
36864,8771,3,39-40-3-4-5-6-10-202-203-11
36864,8771,4,39-40-3-4-5-6-10-202-203-11
36864,8771,5,39-40-3-4-5-6-10-202-203-11
36864,8771,6,39-40-3-4-5-6-10-202-203-11
36874,9906,1,39-40-11-203-3-4-10-202
36874,9976,1,39-40-3-4-10-204-205-11
36874,10215,1,39-40-10-200-201-11
36874,10216,1,3-4-33-39-40-10-202-203-11-32
36874,10217,1,3-4-33-39-40-10-202-203-11-32
36874,10219,1,39-40-10-200-201-11
36874,10240,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
36874,10244,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
36874,10322,1,39-40-10-202-203-11
36973,502561,1,10-202-11-203-39-40-3-4
36973,502588,1,11-12-430-13-431-203-39-40-3-4-5-6-10-202
36976,17918,1,10-200-201-11-39-40
36976,17922,1,12-430-13-431-39-40-3-10-202-11-203
36976,18045,1,39-40-10-200-201-11
36976,18057,1,201-11-39-40-10-200
36976,18161,1,3-4-5-6-10-202-203-11-39-40
36976,18185,1,11-201-10-200-39-40
36976,18187,1,10-200-201-11-39-40
37008,229800,1,3-4-10-202-203-39-40-11-12-310-13-311
37008,233424,1,39-40-10-202-203-11-3-4-12-430-431-13
37008,233425,1,39-40-3-12-430-13-431-4-10-202-203-11
37008,233691,1,10-202-203-11-12-430-431-13-39-40-3-4
37008,233692,1,11-39-40-12-430-13-431-3-4-10-202-203
37019,501532,1,10-200-201-11-39-40
37104,213256,1,10-202-203-11-39-40-3-4
37104,213733,1,39-40-3-4-5-6-10-202-203-11
37104,213756,1,11-12-480-481-13-39-40-10-200-201
37104,213758,1,12-11-480-13-481-39-40-10-200-201
37104,213761,1,10-202-203-11-39-40-3-4
37104,213787,1,39-40-3-4-5-6-10-202-203-11
37104,213810,1,11-12-480-13-481-39-40-10-200-201
37104,213812,1,11-12-13-480-481-39-40-10-200-201
37104,213815,1,10-202-203-11-39-40-3-4
37104,213859,1,3-4-39-40-10-202-203-11
37104,214086,1,39-40-3-4-5-6-10-202-11-203
37104,214092,1,39-40-12-480-13-481-10-200-201-11
37104,214136,1,3-4-10-202-203-11-39-40
37104,214140,1,12-430-13-431-39-40-10-200-201-11
41009,12390,1,12-310-13-311-39-40-3-4-10-202-11-203
41009,12426,1,12-310-13-311-10-200-201-39-40-11
41009,12449,1,3-12-310-4-13-311-10-202-203-11-39-40
41009,12735,1,39-40-3-4-5-6-12-310-13-311-10-202-203-11
41009,12938,1,39-40-12-310-311-13-3-4-10-202-203-11
41067,201096,1,39-40-3-4-10-202-203-11
41067,201099,1,3-4-5-6-10-202-11-203-39-40
41170,516359,1,5-6-10-202-203-11-39-40-3-4
41170,516461,1,11-203-39-40-10-202-3-4
41185,503738,1,12-506-13-507-39-40-3-4-5-6-10-202-203-11
41206,500104,1,39-40-3-4-10-202-203-11
41343,518486,1,39-40-10-200-201-11
41343,518551,1,39-40-3-4-11
41343,518552,1,39-40-10-200-201-11
41343,518810,1,10-202-203-11-39-40
41345,5348,1,12-310-13-311-39-40-3-4-5-6-10-202-203-11
41345,5596,1,3-4-10-204-205-11-39-40
41345,5627,1,39-40-10-200-201-11
41345,5628,1,39-3-4-5-40-6-10-202-203-11-12-430-13-431
41345,5629,1,10-202-11-203-12-506-13-507-39-40
41345,5674,1,10-202-203-11-39-40-3
41345,5675,1,10-202-203-11-39-40-3-4-5-6
41408,504069,1,3-4-10-202-203-11-12-430-431-13-39-40
41408,504072,1,3-4-10-202-203-11-12-430-13-431-39-40
41408,504073,1,3-4-10-202-203-11-12-430-13-431-39-40
41408,504074,1,3-4-10-202-11-203-12-430-13-431-39-40
41408,504075,1,3-4-10-202-11-203-12-430-13-431-39-40
41408,504076,1,3-4-10-202-203-11-12-430-13-431-39-40
41408,504077,1,3-4-10-202-203-11-12-430-13-431-39-40
41408,504118,1,12-430-13-431-39-40-3-4-10-202-203-11
41408,504119,1,12-430-13-431-39-40-3-4-10-202-203-11
41408,504120,1,12-430-13-431-39-40-3-4-10-202-203-11
41408,504121,1,12-430-13-431-39-40-3-4-10-202-203-11
41408,504122,1,12-430-13-431-39-40-3-4-10-202-203-11
41408,504123,1,12-430-13-431-39-40-3-10-202-203-11
41455,749,1,3-4-5-6-10-202-11-203-12-490-13-491-39-40
41475,7934,1,10-204-205-11-39-40-3-4
41484,205334,1,10-202-203-11-39-40
41484,205334,2,10-202-203-11-39-40
41484,205373,1,11-10-202-203-39-40-3-4
41527,505363,1,39-40-3-4-10-202-11-203
41527,505367,1,39-40-3-4-10-202-203-11
41527,505368,1,3-4-10-202-203-11-39-40
41527,505415,1,3-4-10-202-11-203-39-40
41593,501582,1,39-40-3-4-10-202-203-11
41673,503910,1,39-40-3-4-5-6-12-430-13-431-10-202-203-11
41673,503950,1,10-202-11-203-39-40
41673,503951,1,3-4-10-202-203-39-40-11
41673,503954,1,39-40-11-203-3-4-5-6-10-202
41673,503960,1,39-40-11-3-4-5-6
41673,503969,1,3-4-10-202-203-11-39-40
41673,503979,1,3-4-10-202-203-11-39-40
41690,1628,1,3-10-202-203-11-39-40
41690,1631,1,10-202-203-11-39-40-3-4-5-6
41690,1633,1,39-40-3-4-5-6-10-202-203-11
41690,1634,1,39-40-3-4-5-6-10-202-203-11
41862,555867,1,39-40-3-4-10-202-11-203-12-480-13-481
41862,557116,1,11-12-430-13-431-39-40-3-4-10-202-203
41862,557136,1,12-430-13-431-39-40-3-4-10-202-203-11
41862,557171,1,12-430-13-431-10-200-201-11-39-40
41862,557171,2,13-431-10-200-201-11-39-40-12-430
41862,557266,1,10-202-11-203-39-40-3-4-5-6
41862,557464,1,10-200-201-11-12-506-13-507-39-40
41862,558812,1,10-200-11-201-39-40
41862,558815,1,10-202-11-203-39-40
41862,559005,1,10-204-205-11-39-40-3-4
42053,517796,1,39-40-10-202-203-11-12-430-13-431-3-4
42053,517815,1,3-4-11-39-40-12-430-13-431
42053,517840,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
42053,517843,1,3-10-202-203-11-39-40
42053,517915,1,39-40-11-3-4-10-202-203
42053,517916,1,39-40-203-11-3-4-10-202
42053,517917,1,39-40-11-3-4-10-202-203
42053,517923,1,12-430-13-431-39-40-10-200-201-11
42053,517958,1,12-430-13-431-39-40-3-4-10-202-11-203
42053,517970,1,10-202-203-11-12-430-13-431-39-40-3-4-5-6
42053,517973,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
42053,517982,1,10-202-203-11-39-40-3-4-5-6
42053,518000,1,10-202-203-11-39-40-3-4-5-6
42053,518001,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
42053,518005,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
42053,518026,1,39-40-10-202-203-11-12-430-13-431
42053,518028,1,10-202-203-39-40-11-12-430-13-431
42053,518039,1,11-203-12-430-13-431-39-40-10-202-3-4-5-6
42053,518059,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
42053,518060,1,3-4-430-13-431-5-6-39-40-10-202-203-11-12
42053,518061,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
42053,518065,1,12-430-13-431-39-40-3-4-10-202-203-11
42053,518073,1,11-39-40-10-200-201
42053,518096,1,10-202-39-40-11-203
42053,518129,1,39-40-3-4-5-6-10-202-11-203
42053,518132,1,39-40-3-4-10-202-11-203
42053,518146,1,10-200-201-11-39-40-12-430-13-431
42053,518166,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
42111,48110,1,39-40-3-4-10-202-203-11-12-430-13-431
42111,48343,1,3-4-10-202-11-203-12-430-13-431-39-40
42111,48391,1,3-4-10-202-203-11-39-40
42111,48707,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
42111,48725,1,3-4-10-202-203-11-12-430-13-431-39-40
42111,49042,1,11-39-40-201-12-430-13-431-10-200
42111,49044,1,11-39-40-201-10-200
42111,49059,1,3-4-10-204-205-11-39-40
42111,49066,1,10-200-201-11-39-40
42111,49215,1,3-4-39-40-10-204-205-11
42111,49216,1,3-4-39-40-10-204-205-11
42111,49265,1,3-4-5-6-10-202-11-203-39-40
42111,49266,1,3-4-5-6-10-202-203-11-39-40
42111,49267,1,3-4-10-202-203-11-39-40
42111,49377,1,39-40-3-4-10-202-203-11
42170,14215,1,39-40-10-200-201-11
42170,14216,1,3-4-10-202-203-11-39-40
42170,14801,1,10-200-201-11-39-40
42215,501121,1,3-4-10-202-203-11-39-40
42221,539073,1,39-40-10-200-201-11
42222,507838,1,10-200-201-11-12-430-13-431-39-40
42222,508089,1,39-40-3-4-5-6-10-202-203-11
42222,508090,1,39-40-3-4-5-6-10-202-203-11
42222,508091,1,39-40-3-4-5-6-10-202-203-11
42222,508092,1,39-40-3-4-5-6-10-202-203-11
42232,3441,1,39-40-3-4-10-202-203-11
42232,3443,1,39-40-3-4-10-202-203-11-12-430-13-431
42232,3448,1,39-40-12-430-13-431-3-4-10-202-11-203
42232,3454,1,11-203-39-40-430-13-431-10-202-12
42232,3464,1,39-40-3-4-10-202-203-11
42232,3466,1,10-202-203-11-39-40
42232,3466,2,3-4-10-202-203-11-39-40
42279,24196,1,39-40-10-200-201-11-12-490-13-491
42279,24915,1,3-4-10-202-203-11-39-40
42279,25050,1,12-506-13-507-5-6-10-202-11-203-39-40-3-4
42367,510530,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
42367,510639,1,3-4-10-202-203-11-12-480-13-481-39-40
42367,510735,1,39-40-3-10-202-11-203-12-430-13-431
42376,624306,1,39-40-10-200-201-11
42376,624882,1,10-202-203-11-39-40-3-4
42376,626059,1,39-40-3-4-10-204-205-11
42376,626066,1,39-40-3-4-10-204-205-11
42376,626118,1,3-4-10-202-11-203-12-430-13-431-39-40
42376,626146,1,3-4-10-202-11-203-12-430-13-431-39-40
42376,626160,1,10-200-201-11-39-40
42376,626161,1,10-200-201-11-39-40
42376,626178,1,10-200-201-11-39-40
42376,626179,1,10-200-201-11-39-40
42376,626206,1,10-200-201-11-39-40
42376,626207,1,10-200-201-11-39-40
42376,626223,1,10-200-201-11-39-40
42376,626224,1,39-40-10-200-201-11
42376,626291,1,10-200-201-11-39-40
42376,626308,1,10-200-201-11-39-40
42376,626335,1,10-200-201-11-39-40
42376,626352,1,10-200-201-11-39-40
42376,626605,1,3-4-10-204-11-205-39-40
42376,626605,2,3-4-10-204-11-205-39-40
42376,626605,3,3-4-10-204-11-205-39-40
42376,626605,4,3-4-10-204-11-205-39-40
42376,627799,1,11-201-10-200-39-40
42376,627824,1,201-11-10-200-39-40
42376,627849,1,201-11-10-200-39-40
42376,627874,1,201-11-10-200-39-40
42376,628054,1,11-12-430-13-431-39-40-3-4-10-202-203
42376,628075,1,11-12-430-13-431-39-40-3-4-10-202-203
42376,628180,1,39-40-11-10-200-201
42376,628181,1,39-40-11-10-200-201
42376,628351,1,11-201-39-40-10-200
42376,628660,1,3-4-10-202-203-11-39-40
42376,628701,1,3-4-12-310-311-13-39-40-10-204-205-11
42404,11008,1,39-40-3-11
42513,5757,1,39-40-10-202-11-203
42555,211413,1,39-40-3-4-10-202-203-11
42558,504950,1,10-202-11-203-39-40
42559,203153,1,6-11-3-4-5-39-40
42559,203193,1,5-6-10-202-11-203-3-4-39-40
42559,203196,1,5-6-10-202-203-11-3-4-39-40
42559,203209,1,10-202-11-203-39-40-5-6-3-4
42574,514769,1,10-200-201-39-40-11
42602,507051,1,10-202-203-11-3-4-39-40-5-6
42602,507051,2,10-202-203-11-3-4-39-5-40-6
42602,507201,1,10-202-203-11-3-4-39-40
42602,507201,2,5-6-10-202-203-11-3-4-39-40
42602,507260,1,39-40-203-11-3-4-10-202
42652,502226,1,10-202-203-11-39-40-3-4-5-6
42652,502243,1,10-202-203-11-39-40
42652,502273,1,10-202-11-203-39-40
42691,202327,1,10-200-201-11-12-310-13-311-39-40
42691,202358,1,10-204-205-11-39-40-3-4
42691,202359,1,10-204-11-205-39-40-3-4
42726,218274,1,10-200-201-11-39-40
42726,218288,1,12-430-13-431-10-200-201-11-39-40
42726,218305,1,10-202-203-11-39-40-3-4
42726,218305,2,10-202-11-203-39-40-3-4
42726,218305,3,10-202-203-11-39-40-3-4
42726,218305,4,10-202-203-11-39-40-3-4
42726,218312,1,39-40-11-203-3-4-10-202
42726,218312,2,39-40-3-4-10-202-11-203
42726,218312,3,39-40-3-4-10-202-11-203
42726,218312,4,39-40-3-4-10-202-11-203
42726,218331,1,39-40-3-4-10-202-203-11-12-430-13-431
42726,218332,1,39-40-3-4-10-202-11-203-12-430-13-431
42726,218332,2,39-40-13-431-3-4-10-202-203-11-12-430
42726,218332,3,39-40-3-4-10-202-203-11-12-430-13-431
42726,218445,1,39-40-3-4-10-202-203-11-12-430-13-431
42726,218465,1,39-40-3-4-12-430-13-431-10-202-11-203
42726,218465,2,39-40-12-430-431-13-3-4-10-202-11-203
42726,218472,1,10-202-203-11-12-430-13-431-39-40
42726,218472,2,10-202-203-11-12-430-13-431-39-40
42726,218478,1,10-202-203-11-12-430-13-431-39-40
42726,218478,2,10-202-203-11-12-430-13-431-39-40
42726,218488,1,11-12-430-13-431-39-40-203-3-4-10-202
42726,218516,1,11-39-40-3-4-10-202-203
42726,218599,1,39-40-3-4-10-202-11-203
42726,218639,1,10-200-201-11-39-40
42726,218694,1,3-4-10-202-11-203-39-40-12-430-13-431
42726,218694,2,3-4-10-202-11-203-39-40-12-430-13-431
42726,218694,3,3-4-10-202-11-203-39-40-12-430-13-431
42726,218785,1,3-10-202-203-11-12-430-13-431-39-40
42726,218832,1,3-4-10-202-203-11-39-40
42726,218874,1,3-4-10-202-203-11-12-430-13-431-39-40
42726,218931,1,12-430-13-431-39-40-3-4-10-202-203-11
42820,504469,1,3-4-39-40-10-202-11-203
42828,218208,1,3-4-39-40-10-204-205-11
42828,218401,1,12-310-13-311-39-40-10-204-205-11-3-4
42828,218566,1,11-39-40-10-200-201
42828,218579,1,3-4-10-204-11-205-39-40
42828,218581,1,39-40-10-200-201-11
42828,218583,1,3-4-39-40-10-204-205-11
42908,204440,1,10-202-11-203-12-430-13-431-39-40-3-4-5-6
42908,204445,1,12-13-430-431-39-40-3-4-10-202-203-11
42908,204447,1,12-430-13-431-39-40-3-4-10-202-203-11
43002,513689,1,39-40-10-202-203-11-3-4
43002,513692,1,3-10-202-11-203-39-40
43002,513972,1,11-201-39-40-10-200
43002,513976,1,11-201-39-40-10-200
43002,514001,1,3-4-5-6-10-202-203-11-39-40
43002,514080,1,3-4-5-6-10-202-203-11-39-40
44031,505160,1,3-4-10-202-203-11-12-430-13-431-39-40
44036,6714,1,10-200-201-39-40-11-12-13-430-431
44036,6738,1,39-40-10-202-11-203
44036,6754,1,39-40-10-200-201-11-12-430-13-431
44036,6756,1,10-200-201-11-39-40
44036,6801,1,3-4-5-6-10-202-203-11-12-430-13-39-431-40
44036,6838,1,3-4-12-430-13-431-39-40-10-202-11-203
45106,202646,1,10-200-11-201-39-40
45106,202661,1,3-10-202-203-11-39-40
45106,202661,2,10-202-203-11-39-40
45106,202682,1,10-202-203-11-12-430-13-431-39-40
46069,10143,1,3-4-10-202-203-11-39-40
46069,10164,1,10-202-39-40-203-11-3-4
46069,10317,1,3-4-10-202-11-203-39-40
47081,369,1,12-430-13-431-39-40-3-4-5-10-202-203-11
47081,370,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
47097,18023,1,3-4-5-6-10-202-11-203-39-40
47097,18525,1,203-11-39-40-3-4-10-202
47098,209051,1,10-202-203-11-39-40-3-4
47098,209251,1,10-202-203-11-39-40-3-4-5-6
47098,209607,1,11-201-39-40-10-200
47098,209768,1,39-40-11-203-3-12-430-13-431-10-202
47118,204688,1,12-480-13-481-39-40-3-4-10-204-205-11
47163,509521,1,3-4-10-202-11-203-39-40
47274,204081,1,201-11-39-40-10-200
47280,510677,1,10-202-203-11-39-40-3-4
47280,510725,1,3-4-203-11-39-40-10-202
47280,511152,1,3-4-10-202-203-11-39-40
47280,511480,1,3-4-10-204-11-205-39-40
47280,511492,1,39-40-10-202-11-203
47280,511496,1,39-40-10-202-11-203
47286,240086,1,10-202-203-11-3-4-39-40-12-344-13-345
47286,240100,1,39-40-3-4-5-6-10-202-203-11
47286,240152,1,10-202-203-11-39-40-3-4-5-6
47286,240574,1,3-4-10-202-11-203-12-344-345-13-39-40
47286,240588,1,3-4-5-6-10-202-11-203-39-40
47286,240652,1,33-39-40-3-4-32-10-202-203-11-12-430-13-431
47286,240653,1,33-39-40-3-4-32-10-202-203-11-12-13-430-431
47286,241009,1,3-4-39-40-10-204-205-11
47286,241010,1,3-4-39-40-10-204-205-11
47286,241084,1,3-4-10-204-11-205-39-40
47286,241312,1,39-40-3-10-202-203-11-12-430-13-431
47286,241330,1,39-40-10-200-201-11
47286,241331,1,39-40-10-200-201-11
51046,226845,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
51046,226872,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
51170,512417,1,39-40-5-6-10-202-11-203-3-4
51236,503375,1,39-40-11-10-200-201
51266,207826,1,12-430-13-431-39-40-3-4-5-10-202-203-11
51317,510641,1,39-40-3-4-10-202-11-203
51358,205022,1,203-11-39-40-3-4-5-6-10-202
51490,4045,1,3-4-10-202-11-203-39-40
51490,4057,1,39-40-3-4-5-6-10-202-11-203
51500,260158,1,3-4-10-204-205-11-39-40
51500,260357,1,10-200-201-11-39-40
51500,260371,1,12-430-13-431-39-40-3-4-11
51500,260739,1,3-4-10-204-205-11-39-40
51500,260998,1,10-204-205-11-3-4-39-40
51500,261012,1,12-430-13-431-39-40-3-4-10-202-11-203
51500,261425,1,10-200-201-11-39-40
51500,264038,1,12-430-13-431-39-40-3-10-202-11-203
51500,265539,1,3-4-10-204-205-11-12-13-310-311-39-40
51500,266304,1,39-40-10-200-201-11
51500,266514,1,39-40-3-4-10-202-203-11
51500,266535,1,10-202-203-11-39-40
51500,267114,1,39-40-10-200-201-11
51500,267198,1,10-200-201-11-39-40
51500,267368,1,12-480-13-481-39-40-11
51542,501006,1,3-4-10-204-205-11-39-40
51596,2521,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
51596,2563,1,39-40-3-4-10-202-203-11
51596,2564,1,39-40-3-4-10-202-11-203
51599,513900,1,39-40-3-4-5-12-430-13-431-10-202-203-11
51599,513972,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
51599,513973,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
51599,513974,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
51599,513975,1,3-4-5-6-10-202-203-11-12-430-431-13-39-40
51599,513992,1,10-204-205-11-39-40-3-4
51599,514034,1,3-4-5-6-10-202-203-11-12-430-431-13-39-40
51599,514200,1,3-4-5-6-10-202-203-11-39-40
51599,514201,1,12-430-13-431-11-39-40-3-4-5-10-202-203
51599,514202,1,12-430-13-431-11-39-40-3-4-5-10-202-203
51599,514203,1,10-202-203-11-12-430-13-431-39-40-3-4-5-6
51599,514222,1,10-202-203-11-12-430-13-431-39-40-3-4-5-6
51599,514236,1,12-430-13-431-39-40-10-200-201-11
51599,514280,1,3-4-5-6-10-202-203-11-39-40
51599,514282,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
51599,514283,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
51599,514284,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
51599,514303,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
51607,501847,1,39-40-3-4-10-202-203-11
51634,10084,1,11-12-506-13-507-39-40-10-200-201
51663,505603,1,3-4-10-204-205-11-39-40
51663,505682,1,3-4-10-204-205-11-39-40
51663,505683,1,3-4-10-204-205-11-39-40
52056,6278,1,39-40-3-4-10-202-203-11-12-430-13-431
52056,6493,1,3-4-5-6-10-202-203-11-39-40
52172,249225,1,10-204-11-205-39-40-3-4
52172,249764,1,3-4-10-202-11-203-39-40
52172,249923,1,10-204-205-11-39-40-3-4
52172,249924,1,10-204-205-11-39-40-3-4
52172,250566,1,10-200-201-11-39-40
52172,250569,1,3-4-39-40-10-204-205-11
52172,250575,1,10-200-201-11-39-40
52172,250577,1,10-200-11-201-39-40
52273,527962,1,10-202-203-11-39-40
52273,528389,1,3-4-10-202-11-203-39-40
52273,528390,1,39-40-11-10-200-201
52273,528415,1,12-478-13-479-39-40-203-11-3-4-10-202
52273,529149,1,3-10-202-11-203-39-40
52273,529191,1,3-4-10-202-203-11-39-40
52273,529232,1,3-4-10-202-203-11-39-40
52273,529724,1,10-202-203-11-39-40-3-4
52273,529737,1,39-40-4-10-202-203-11-3
52312,200270,1,3-4-5-6-10-202-203-11-39-40
52368,503603,1,39-40-11-3-4-10-202-203
52368,503655,1,3-4-10-202-11-203-12-480-13-481-39-40
52368,503656,1,3-4-10-202-203-11-39-40
52408,225949,1,3-4-10-202-11-203-39-40
52408,226315,1,10-200-39-40-201-11
52408,226331,1,10-202-11-203-39-40-4-3
52408,226340,1,12-430-13-431-39-40-10-202-203-11
52408,226357,1,39-40-3-4-10-202-203-11
52408,226407,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
52408,226413,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
52408,226420,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
52408,226450,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
52408,226510,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
52408,226523,1,3-4-5-6-10-202-203-11-39-40
52408,226553,1,3-4-10-202-11-203-12-430-13-431-39-40
52408,226616,1,39-40-3-4-10-202-203-11-12-430-13-431
52408,226617,1,39-40-3-10-202-203-11-12-430-13-431-4
52408,226657,1,3-4-10-202-203-11-39-40
52408,226686,1,39-40-3-4-5-6-11-12-430-13-431
52408,226696,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
52408,226696,2,3-4-5-10-202-203-11-12-430-13-431-39-40
52408,226774,1,12-430-13-431-3-4-5-6-39-40-10-202-11-203
52408,226793,1,39-40-12-430-13-431-3-4-5-6-10-202-203-11
52408,226799,1,39-40-3-10-202-11-203-12-430-13-431
52408,226869,1,11-203-39-40-3-4-5-6-10-202
52408,226893,1,11-39-40-3-4-5-6-10-202-203
52434,509229,1,10-202-11-203-39-40-3-4-5-6
52434,509230,1,10-202-203-11-39-40-3-4-5-6
52434,509231,1,10-202-203-11-39-40-3-4-5-6
52434,509305,1,39-40-3-4-10-202-11-203
52529,35296,1,3-4-39-40-11
52529,35829,1,39-40-10-200-201-11
52529,35841,1,10-202-203-11-39-40
52529,36357,1,39-40-3-4-5-6-10-202-11-203-12-430-431-13
52529,36374,1,10-200-201-11-12-490-13-491-39-40
52529,36802,1,10-200-39-40-201-11
52529,36803,1,10-200-39-40-201-11
52530,201293,1,39-40-3-4-10-202-11-203
52530,201300,1,39-40-3-4-10-202-203-11
52530,201322,1,3-4-5-10-202-203-11-12-430-13-431-39-40
53129,216113,1,10-204-205-3-4-39-40-11
53129,216119,1,10-204-205-11-3-4-39-40
53129,216537,1,12-480-13-481-39-40-3-4-11
53129,216969,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
53163,540428,1,39-40-12-310-13-311-10-200-201-11
53163,540473,1,39-40-12-372-3-4-13-373-10-202-203-11
53163,540477,1,39-40-12-372-3-4-13-373-10-202-11-203
53163,540599,1,10-200-201-12-310-13-311-39-40-11
53163,540600,1,10-200-201-12-310-311-13-39-40-11
53163,540612,1,3-4-5-6-10-202-203-39-40-11
