client_cd,order_cd,pro_seq,pro_status_cd
413627,418107,1,39-40-11-10-200-201
413627,418125,1,39-40-11-10-200-201
413627,418254,1,12-430-13-431-39-40-10-200-201-11
413627,418315,1,11-39-40-10-200-201
413627,418315,2,11-39-40-10-200-201
413627,418315,3,39-40-10-200-201-11
413627,418315,4,39-40-10-200-201-11
413627,418315,5,39-40-10-200-201-11
413627,418315,6,201-11-39-40-10-200
413627,418315,7,10-200-11-201-39-40
413627,418315,8,201-11-39-40-10-200
413627,418315,9,201-11-39-40-10-200
413627,418315,10,201-11-39-40-10-200
413627,418316,1,39-40-10-200-201-11
413627,418317,1,39-40-10-200-201-11
413627,418317,2,39-40-10-200-201-11
41372,601847,1,3-4-5-6-39-40-10-202-203-11-12-430-13-431
41378,903566,1,3-4-10-202-203-39-40-11
41378,903567,1,39-40-3-4-10-202-203-11
413801,3827,1,3-4-10-202-203-11-12-490-491-13-39-40
414101,119,1,11-39-40-3-4
414583,146,1,39-40-3-10-202-203-11
415240,234,1,39-40-10-200-201-11
415240,234,2,39-40-10-200-201-11
415240,235,1,39-40-10-200-201-11
415240,235,2,39-40-10-200-201-11
415469,165,1,11-39-40-10-202-203-3-4
415469,166,1,3-4-10-202-39-40-11-203
41574,911283,1,39-40-11-203-3-4-10-202
416725,1,1,3-4-10-202-203-11-39-40
41692,603745,1,12-430-13-431-3-4-5-6-39-40-10-202-203-11
41710,600819,1,12-430-13-431-39-40-10-200-201-11
417302,1,1,3-4-10-202-203-11-39-40
417311,36,1,201-11-12-430-13-431-39-40-10-200
417311,53,1,10-202-203-11-12-430-13-431-39-40
417339,89,1,11-201-39-40-8-200
417339,100,1,3-4-10-202-203-11-39-40
417339,103,1,10-200-201-11-12-430-13-431-39-40
417339,106,1,10-200-201-11-39-40
417339,122,1,10-202-11-203-39-40
41789,921062,1,3-4-10-202-203-11-39-40
4191,605469,1,10-204-3-4-11-205-39-40
419712,3,1,39-40-3-4-5-6-10-202-11-203
4201,105608,1,3-4-10-202-203-11-39-40
42043,933393,1,39-40-3-4-10-202-203-11
42043,933413,1,10-202-11-203-39-40-3
42066,609378,1,39-40-11-203-3-4-5-6-10-202
42088,600678,1,3-4-10-204-11-205-39-40
42088,600679,1,201-11-39-40-10-200
42156,619598,1,10-204-205-11-39-40-3-4
42249,606866,1,10-204-205-11-12-310-13-311-39-40-3-4
42249,606902,1,10-200-201-11-39-40
42249,606905,1,10-200-201-11-39-40
42249,606905,2,10-200-201-11-39-40
42249,606908,1,10-200-201-11-39-40
42249,606908,2,10-200-201-11-39-40
42249,606943,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
42249,606956,1,12-344-345-482-13-483-39-40-11-3-4-5-6
42249,606980,1,10-200-201-12-430-13-431-11-39-40
42249,606992,1,10-200-201-11-12-430-13-431-39-40
42249,607142,1,12-430-13-431-11-39-40-10-200-201
42249,607273,1,39-40-10-200-201-11
42249,607281,1,39-40-10-200-12-430-13-431-201-11
42250,615109,1,10-200-201-11-39-40
42250,615117,1,39-40-10-200-201-11
42250,615118,1,39-40-10-200-11-201
42250,615186,1,39-40-203-11-12-430-13-431-3-4-10-202
42250,615348,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
42250,615425,1,3-4-10-202-11-203-39-40
42250,615464,1,3-4-10-202-203-11-39-40
42250,615465,1,3-4-10-202-203-11-39-40
42271,602482,1,10-200-201-11-39-40
42296,602702,1,39-40-10-204-205-11-3-4
42349,600600,1,3-4-10-202-203-11-39-40
42349,600616,1,12-310-13-311-39-40-3-4-11
42443,602470,1,10-202-11-203-39-40
424568,2537,1,39-40-3-4-10-202-11-203-12-430-13-431
42489,601225,1,3-4-11-39-40-203-10-202
42556,601332,1,3-4-5-6-10-202-203-11-39-40
42588,613757,1,11-203-12-13-424-425-39-40-3-4-5-6-10-202
42588,613888,1,4-3-10-202-203-11-39-40
426,517,1,10-204-205-11-39-40
426,517,2,10-204-205-11-39-40
426,517,3,10-204-205-11-39-40
426,517,4,10-204-205-11-39-40
426,517,5,10-204-205-11-39-40
426,517,6,10-204-205-11-39-40
426,517,7,10-204-205-11-39-40
426,517,8,10-204-205-11-39-40
426,539,1,11-39-40-10-202-203
426,539,2,203-11-39-40-10-202
426,539,3,10-202-203-11-39-40
426,539,4,11-39-40-10-202-203
426,547,1,39-40-11
426,553,1,10-204-11-205-39-40-3-4
426,553,2,10-204-11-205-39-40-3-4
426,553,3,10-204-205-11-39-40-3-4
42661,905800,1,10-202-11-203-39-40
42661,905812,1,39-40-3-4-10-202-203-11
4272,9473,1,3-4-10-202-203-11-39-40
4272,9475,1,3-4-10-202-11-203-39-40
4275,601323,1,39-40-3-4-10-202-203-11
432,481,1,11-203-3-39-40-4-5-6-10-202
432001,4244,1,3-4-10-202-203-39-40-11
432012,3991,1,39-40-3-4-5-6-10-202-203-11
432012,4093,1,11-39-40
432102,7358,1,3-4-12-310-311-13-39-40-5-6-10-202-203-11
432411,3360,1,3-12-430-13-431-39-40-4-5-6-10-202-11-203
432411,3435,1,39-40-11-10-200-201
432435,378,1,39-40-3-4-10-202-203-11
432439,4303,1,10-200-201-11-39-40
432439,4303,2,10-200-201-11-39-40
432439,4303,3,10-200-201-11-39-40
432439,4303,4,10-200-201-11-39-40
432439,4303,5,10-200-201-11-39-40
432439,4303,6,10-200-201-11-39-40
432439,4303,7,10-200-201-11-39-40
432439,4303,8,10-200-201-11-39-40
432439,4303,9,10-200-201-11-39-40
432439,4303,10,10-200-201-11-39-40
432439,4303,11,10-200-201-11-39-40
432439,4342,1,39-40-10-200-201-11
432439,4345,1,10-200-39-40-201-11
432460,16083,1,10-202-203-11-39-40-3-4
432460,16316,1,39-40-3-4-10-202-203-11
432460,16502,1,4-5-10-202-11-203-12-430-13-431-39-40-3
432460,16566,1,3-4-10-202-203-11-39-40
432460,16587,1,3-4-10-202-203-11-39-40
432462,519,1,3-4-10-202-11-203-39-40
432700,10912,1,39-40-3-4-10-202-203-11-12-430-13-431
432700,10914,1,10-200-201-11-39-40-12-430-13-431
432700,11247,1,3-4-10-202-203-11-12-430-13-431-39-40
432700,11267,1,3-4-10-202-203-11-12-430-13-431-39-40
432735,7375,1,3-4-10-202-11-203-39-40
432749,3473,1,39-40-3-4-10-202-11-203-12-430-13-431
433000,120158,1,3-4-5-6-12-430-13-431-39-40-10-202-203-11
433000,120158,2,3-4-5-6-12-430-13-431-10-202-39-40-203-11
433000,120159,1,12-430-13-431-3-39-40-4-5-6-10-202-203-11
433000,120160,1,12-430-13-431-3-39-40-4-5-6-10-202-203-11
433000,120448,1,3-4-10-202-203-11-39-40
433000,120545,1,39-40-3-4-10-202-11-203
433000,120547,1,39-40-3-4-10-202-11-203
433000,120549,1,39-40-3-4-10-202-203-11
433000,120551,1,39-40-3-4-10-202-11-203
433000,120555,1,10-202-203-11-39-40-3-4-5-6
433000,120771,1,3-4-5-6-10-202-203-11-39-40
433000,120772,1,3-4-5-6-10-202-203-11-39-40
433000,120901,1,3-4-5-6-10-202-203-11-39-40
433000,121062,1,10-202-203-11-39-40-3-4
433000,121064,1,39-40-3-4-5-6-10-202-203-11
433000,121276,1,11-203-39-40-3-4-10-202
433000,121894,1,10-202-11-203-39-40-6-3-4-5
433000,122217,1,39-40-3-4-5-6-10-202-11-203
433000,122218,1,39-40-3-4-5-6-10-202-11-203
433000,122222,1,39-40-10-202-11-203
433000,122223,1,39-40-10-202-11-203
433000,122224,1,39-40-3-4-5-6-10-202-11-203
433000,122225,1,39-40-10-202-203-11-3-4-5-6
433000,122673,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
433000,123065,1,39-40-3-4-10-202-11-203
433000,123066,1,39-40-11-203-3-4-10-202
433000,123067,1,11-39-40-3-4
433000,123068,1,10-202-203-11-39-40-3-4
433000,123167,1,10-202-4-203-11-39-40-3
433000,123481,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
433000,123784,1,40-3-4-10-202-203-11-39
433000,123791,1,10-200-201-11-39-40
433000,123793,1,3-4-10-202-203-11-39-40
433000,123795,1,3-4-10-202-203-11-39-40
433000,123884,1,10-202-11-203-12-430-13-431-39-40
433000,124213,1,11-12-506-13-507-39-40-10-200-201
433008,17165,1,201-11-39-40-10-200
433008,17541,1,12-430-13-431-39-40-10-200-201-11
433008,17542,1,13-491-10-200-201-11-12-490-39-40
433008,17543,1,12-490-13-491-10-200-201-11-39-40
433008,17545,1,3-4-5-10-202-11-203-39-40
433008,17705,1,10-204-11-205-39-40-3-4
433008,18180,1,10-200
433008,18238,1,11-201-39-40-8-200
433021,1101,1,11-39-40-10-202-203-3-4
433021,1102,1,10-202-11-203-39-40-3-4
433028,3642,1,39-40-10-200-201-11
433028,3705,1,39-40-11-10-200-201
433028,3705,2,39-40-11-10-200-201
433028,3723,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
433028,3735,1,39-40-3-4-10-204-205-11
433028,3739,1,10-202-203-11-32-33-39-40-12-430-13-431
433028,3782,1,11-201-10-200-39-40
433028,3810,1,39-40-10-200-201-11
433028,3816,1,39-40-10-200-201-11
433043,793,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
433043,794,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
433046,3418,1,203-11-39-40-10-202-3-4
433050,1548,1,201-11-39-40-10-200
433050,1548,2,201-11-39-40-10-200
433050,1580,1,201-11-39-40-10-200
433050,1580,2,201-11-39-40-10-200
433053,4431,1,12-430-13-431-39-40-3-4-5-10-202-203-11
433053,4433,1,3-4-5-6-10-202-11-203-39-40
433053,4437,1,3-4-10-204-205-11-39-40
433053,4438,1,3-4-10-204-205-11-39-40
433053,4588,1,11-39-40-10-200-201
433053,4588,2,201-11-39-40-10-200
433053,4589,1,39-40-10-200-201-11
433053,4589,2,39-40-10-200-201-11
433053,4595,1,10-202-203-11-39-40-3-4
433065,3600,1,39-40-3-4-10-202-11-203
433065,3601,1,11-201-39-40-10-200
433065,3602,1,39-40-3-4-10-202-203-11
433065,3603,1,201-11-39-40-10-200
433065,3619,1,39-40-10-202-11-203-3-4
433067,1861,1,39-40-201-11-10-200
433076,1349,1,39-40-10-202-203-11
433086,10263,1,10-200-11-201-39-40
433086,10575,1,39-40-3-4-10-202-203-11
433086,10616,1,39-40-3-4-5-6-10-202-203-11-12-430-13-431
433086,10696,1,10-202-11-203-12-430-13-431-39-40
433086,10785,1,203-11-39-40-10-202-3-4
433086,10785,2,10-202-203-11-39-40-3-4
433086,10785,3,10-202-203-11-39-40-3-4
433086,10788,1,3-4-5-6-10-202-203-11-39-40
433086,10811,1,39-40-3-10-202-203-11
433089,15310,1,3-4-5-6-39-40-10-202-203-11-12-430-13-431
433094,5570,1,10-202-11-203-12-430-13-431-39-40-3-4
433094,5576,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
433116,2610,1,3-4-10-204-11-205-39-40
433132,11004,1,3-4-10-202-11-203-39-40-12-430-13-431
433132,11005,1,203-13-431-39-5-40-6-11-3-12-430-4-10-202
433132,11009,1,39-40-3-4-12-430-13-431-10-202-11-203
433132,11014,1,10-202-203-11-12-430-13-431-3-4-39-40
433132,11018,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
433132,11280,1,10-200-201-11-39-40
433132,11281,1,39-40-3-4-10-202-203-11
433132,11305,1,3-4-10-202-203-11-39-40
433132,11307,1,3-4-10-202-203-11-12-13-310-311-39-40
433132,11622,1,10-202-11-203-39-40
433132,11648,1,39-40-10-200-201-11
433132,11652,1,11-3-4-39-40-10-204-205
433132,11652,2,11-3-4-39-40-10-204-205
433132,11691,1,39-40-10-200-201-11
433132,11695,1,3-39-40-10-204-11-205
433132,11695,2,3-4-39-40-10-204-205-11
433241,273,1,39-40-10-202-203-11
433241,274,1,39-40-10-202-203-11
433241,275,1,10-202-11-203-39-40-3-4
433241,276,1,39-40-3-4-10-202-203-11
433241,277,1,10-202-11-203-39-40
433241,284,1,3-10-202-203-11-39-40
433252,338,1,12-430-13-431-39-40-10-200-201-11
433252,339,1,12-430-13-431-39-40-10-200-201-11
433500,12642,1,3-4-10-202-203-11-39-40
433500,12643,1,203-11-39-40-10-202-3-4
433500,12644,1,3-4-10-202-11-203-39-40
434006,4006,1,10-200-201-11-39-40
434034,107,1,10-200-201-11-39-40
434038,941,1,5-6-10-202-203-11-12-430-13-431-39-40-3-4
434054,862,1,3-4-10-202-11-203-12-430-13-431-39-40
434067,515,1,10-202-11-203-39-40
434098,18,1,39-40-3-4-10-202-11-203
434098,19,1,39-40-3-4-10-202-11-203
434107,4664,1,39-40-10-202-11-203-12-430-13-431-3-4-5-6
434107,4665,1,10-11-200-201-39-40
434107,4693,1,12-430-431-13-39-40-3-4-5-6-10-202-11-203
434107,4694,1,12-430-13-431-39-40-3-4-5-6-10-202-11-203
434107,4695,1,11-12-430-13-431-39-40-3-4-5-6-10-202-203
434107,4696,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
434107,4699,1,3-4-5-6-10-202-11-203-39-40
434107,4987,1,11-39-40-3-4
434197,942,1,12-506-13-507-39-40-3-4-5-6-10-202-203-11
434197,949,1,10-202-11-203-12-430-13-431-39-40-3-4
434197,990,1,12-506-13-507-39-40-3-4-5-6-10-202-203-11
434197,997,1,10-202-11-203-12-430-13-431-39-40-3-4
434212,2392,1,39-40-3-4-10-204-205-11
434212,2393,1,3-4-10-202-11-203-39-40
434212,2419,1,39-40-10-202-11-203-3-4
434212,2493,1,39-40-10-200-201-11
434212,2494,1,3-4-10-202-203-11-39-40
434224,924,1,12-430-13-431-39-40-10-202-203-11
434299,6740,1,11-12-480-13-481-39-40-3-4-10-204-205
434299,6740,2,11-12-480-13-481-39-40-3-4-10-204-205
434299,6804,1,39-40-3-4-10-202-203-11
434299,6804,2,39-40-3-4-10-202-203-11
434299,6804,3,39-40-3-4-10-202-203-11
434299,6804,4,39-40-3-4-10-202-203-11
434313,555,1,39-40-3-4-10-202-203-11
434321,170,1,203-11-39-40-3-4-10-202
434321,171,1,39-40-3-4-10-202-203-11
434406,3082,1,12-430-13-431-39-40-3-4-10-202-203-11
434429,20,1,10-202-203-11-39-40-3-4
434464,260,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
434494,350,1,39-40-10-202-203-11-12-430-13-431
434494,391,1,10-202-203-11-39-40-3-4
434494,394,1,10-202-203-11-3-4-39-40
434494,396,1,10-202-203-11-39-40-3-4
434561,1039,1,39-40-3-4-10-202-203-11
434659,960,1,3-4-10-202-203-11-39-40
434869,5096,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
434869,5121,1,3-4-5-6-10-202-203-11-39-40
434869,5132,1,3-10-202-203-11-39-40
434869,5132,2,4-10-202-203-11-39-40-3
434869,5254,1,39-40-10-200-201-11
435073,3536,1,39-40-203-11-10-202
438168,509,1,10-200-201-11-32-33-39-40
44008,611212,1,39-40-12-13-430-431-3-4-5-6-10-202-203-11
44008,611267,1,39-40-10-202-203-3-4-5-6-11
44008,611268,1,39-40-3-4-10-202-11-203
44008,611275,1,3-4-5-6-10-202-203-11-12-430-13-431-39-40
44008,611344,1,12-430-13-431-39-40-10-202-203-11
44008,611403,1,39-40-3-4-10-202-203-11
44037,610170,1,203-11-12-430-13-431-39-40-3-10-202
44037,610171,1,10-202-39-40-11-203-3-4
44037,610172,1,39-40-10-200-201-11
44037,610271,1,3-4-39-40-10-202-11-203
44037,610279,1,39-40-3-4-10-202-11-203
44037,610424,1,39-40-3-4-10-202-11-203
44037,610460,1,11-3-4-39-40-5-6
44037,610460,2,11-203-3-39-40-4-5-6-10-202
44037,610461,1,39-40-10-200-11-201
44037,610461,2,39-40-10-200-11-201
44037,610462,1,39-40-10-200-201-11
44037,610462,2,39-40-10-200-11-201
44037,610633,1,10-200-201-11-39-40
446412,286,1,10-202-11-203-12-506-13-507-39-40
446412,295,1,39-40-3-4-5-6-10-202-203-11
446714,1345,1,10-200-201-39-40-11
446714,1349,1,10-202-203-3-4-39-40-11
446714,1368,1,39-40-3-4-5-6-10-202-203-11
446714,1377,1,39-40-3-4-5-6-10-202-203-11
448381,124,1,12-310-13-311-39-40-10-200-201-11
450,13747,1,39-40-10-200-201-11
450,14024,1,10-202-203-11-39-40-3
450,14025,1,39-40-3-4-10-202-203-11
45015,916127,1,10-202-203-11-39-40
45019,605638,1,10-200-201-11-12
45019,605691,1,10-200-201-39-40-11
45019,605715,1,11-12-480-13-481-39-40-10-200-201
45019,605718,1,3-4-10-202-11-203-39-40
45019,605782,1,12-310-13-311-10-200-39-40-201-11
45019,605805,1,12-13-310-311-39-40-3-4-5-6-10-202-11-203
45019,605834,1,11-39-40-201-10-200
45019,605834,2,11-39-40-201-10-200
45019,605834,3,11-39-40-201-10-200
45019,605834,4,11-39-40-201-10-200
45019,605834,5,11-39-40-201-10-200
45019,605835,1,11-39-40-201-10-200
45019,605836,1,3-4-10-204-11-205-12-310-13-311-39-40
45019,605836,2,3-4-10-204-11-205-12-310-13-311-39-40
45019,605836,3,3-4-10-204-205-11-12-310-13-311-39-40
45019,605836,4,3-4-10-204-205-11-12-310-13-311-39-40
45087,602939,1,11-39-40-10-202-203-3-4-5-6-12-430-13-431
45087,602953,1,3-4-5-6-12-430-13-431-10-202-203-11-39-40
45087,602954,1,3-4-5-6-12-430-13-431-10-202-203-39-40-11
453513,909,1,3-4-10-202-203-11-39-40
456,42785,1,10-204-205-11-39-40-3-4
456,42785,2,10-204-11-205-39-40-3-4
456,42786,1,10-204-205-11-39-40-3-4
456,42786,2,10-204-205-11-39-40-3-4
456,43237,1,10-202-11-203-3-4-5-6-39-40
456,43238,1,10-202-11-203-3-4-5-6-39-40
456,43244,1,10-204-205-11-39-40-3-4
456,43245,1,10-204-205-11-39-40-3-4
456652,2176,1,3-4-10-202-11-203-39-40
456652,2195,1,3-4-10-202-203-11-39-40
460,12627,1,10-202-203-11-39-40
468338,4575,1,39-40-3-4-5-10-202-203-11
468338,4577,1,39-40-10-202-11-203
468338,4577,2,39-40-10-202-11-203
468338,4577,3,39-40-10-202-11-203
468338,4577,4,39-40-10-202-11-203
468338,4582,1,5-6-10-202-11-203-39-40-3-4
470,16991,1,11-39-40-3-4-10-202-203
470,17231,1,39-40-3-4-10-202-11-203
470,17232,1,39-40-10-202-203-11
470,17236,1,39-40-3-4-10-202-11-203
470,17551,1,39-40-3-4-10-202-11-203
47026,921064,1,39-40-3-4-10-202-203-11
47048,604971,1,3-4-10-202-11-203-39-40
47048,605453,1,3-4-39-40-10-202-203-11
47048,605455,1,39-40-3-4-10-202-203-11-12-430-13-431
47048,605481,1,12-430-13-431-39-40-10-202-203-11-3-4
47048,605546,1,3-10-202-203-11-39-40
47051,613108,1,3-4-10-202-11-203-39-40
47051,613111,1,3-4-10-202-203-11-39-40
47051,613114,1,3-4-10-202-203-11-39-40
47051,613117,1,3-4-10-202-203-11-39-40
47051,613122,1,10-202-203-11-39-40
47051,613125,1,10-202-203-11-39-40
47051,613154,1,39-40-3-4-10-204-11-205
47051,613302,1,10-200-201-11-12-430-13-431-39-40
47208,607700,1,3-4-5-6-10-202-203-11-39-40
47208,607700,2,3-4-5-6-10-202-203-11-39-40
47208,607700,3,3-4-5-6-10-202-203-11-39-40
47208,607752,1,10-200-11-201-39-40
47215,623524,1,10-200-201-11-39-40
47215,623774,1,39-40-3-4-10-202-203-11
47215,623813,1,3-4-10-202-203-11-39-40
47215,623910,1,10-202-11-203-39-40-3-4
47215,624016,1,10-202-203-11-39-40
47215,624402,1,39-40-3-4-10-204-11-205
47215,624498,1,39-40-10-200-201-11
47215,624540,1,39-40-11-10-200-201
47215,624545,1,39-40-3-4-10-202-203-11
47215,624586,1,11-39-40-10-200-201
47215,624591,1,3-4-10-202-203-11-39-40
47215,624602,1,11-201-10-200-39-40
47215,625109,1,10-200-201-11-39-40
47215,625134,1,11-39-40
47215,625243,1,12-430-13-431-39-40-3-4-5-6-10-202-203-11
478747,21,1,39-40-11-10-200-201
478747,21,2,39-40-11-10-200-201
478747,22,1,10-204-205-11-39-40-3-4
478747,22,2,10-204-205-11-39-40
484092,9,1,3-4-10-202-11-203-39-40
488296,43,1,39-40-3-4-10-202-203-11
4896,404807,1,3-10-202-203-11-39-40
4896,404811,1,39-40-3-4-10-202-203-11
4896,404816,1,10-202-11-203-39-40-3-4
4896,404866,1,3-39-40-4-5-6-10-202-203-11-12-430-13-431
4896,404870,1,10-200-201-11-39-40
4896,404872,1,39-40-10-200-11-201
4896,404905,1,10-200-11-201-39-40
4903,908224,1,10-202-203-11-39-40
4903,908288,1,3-4-10-202-203-11-39-40
491499,13,1,3-4-10-202-203-11-39-40
492502,79,1,3-4-10-202-203-11-39-40
4957,406525,1,39-40-3-4-10-204-11-205
4957,406573,1,39-40-10-200-201-11
4957,406580,1,10-200-201-11-39-40
4957,406580,2,10-200-201-11-39-40
4957,406580,3,10-200-201-11-39-40
4957,406580,4,10-200-201-11-39-40
4957,406580,5,10-200-201-11-39-40
4957,406580,6,10-200-201-11-39-40
4957,406580,7,10-200-201-11-39-40
4957,406580,8,10-200-201-11-39-40
4957,406580,9,10-200-201-11-39-40
4957,406580,10,10-200-201-11-39-40
4957,406666,1,39-40-201-11-10-200
4957,406692,1,201-11-39-40-10-200
4957,406692,2,201-11-39-40-10-200
4957,406692,3,201-11-39-40-10-200
497986,4,1,201-11-39-40-10-200
497986,4,2,201-11-39-40-10-200
497986,4,3,201-11-39-40-10-200
499268,14,1,3-4-10-202-203-11-39-40
499341,429,1,12-430-13-431-3-4-5-6-39-40-10-202-11-203
499341,431,1,3-4-10-202-203-11-12-430-13-431-39-40
499341,432,1,3-4-10-202-203-11-12-430-13-431-39-40
499341,433,1,10-202-203-11-12-430-13-431-39-40
499341,669,1,12-430-13-431-39-40-10-202-203-11-3-4
500093,227414,1,10-202-203-3-4-11-39-40
500093,227415,1,10-202-203-3-4-11-39-40
500093,227416,1,10-202-203-3-11-4-39-40
500093,227422,1,3-4-10-202-11-203-12-430-13-431-39-40
500093,227423,1,39-40-10-202-203-12-13-430-431-11
500093,227423,2,203-39-40-11-10-202-12-430-13-431
500093,227424,1,10-202-39-40-203-11-12-430-13-431
500093,227425,1,39-40-12-430-13-431-10-11-200-201
500093,227426,1,12-430-13-431-10-200-39-40-201-11
500093,227427,1,39-40-12-430-13-431-10-202-203-11
500093,227427,2,39-40-12-430-13-431-10-202-203-11
500093,227428,1,39-40-10-202-203-11-12-430-13-431
500093,227432,1,39-40-3-4-12-430-13-431-5-6-10-202-203-11
500093,227583,1,10-202-203-11-39-40-3-4-5-6
500093,227754,1,39-40-3-4-5-6-10-202-11-203-12-430-13-431
500093,227757,1,39-40-10-200-201-11
500093,227761,1,10-202-203-11-39-40
500093,227769,1,10-200-201-11-12-430-13-431-39-40
500093,227782,1,12-430-13-431-11-39-40-3-4-5-6-10-202-203
500093,227827,1,3-4-10-202-203-11-39-40
500093,227837,1,12-430-13-431-33-39-40-10-200-32-201-11
500093,228053,1,10-202-11-203-39-40
500103,601301,1,39-40-10-200-201-11
500103,601323,1,39-40-10-200-201-11
500103,601324,1,3-4-11-10-204-39-40
500228,600598,1,3-4-10-202-203-11-39-40
500228,600606,1,10-202-11-39-203-40
500351,904697,1,3-4-10-202-11-203-39-40
500351,904723,1,10-202-203-11-39-40-3-4
500476,900306,1,39-40-3-4-10-202-203-11
500566,904032,1,39-40-10-202-203-11
500704,954495,1,39-40-3-4-10-202-11-203
500722,605381,1,3-4-10-202-203-11-39-40
500722,605382,1,3-4-10-202-203-11-39-40
500722,605477,1,3-4-5-6-39-40-10-202-11-203-12-430-13-431
500722,605500,1,39-40-3-4-10-202-11-203
500722,605507,1,39-40-3-4-10-202-203-11
500722,605508,1,39-40-3-4-10-202-203-11
500722,605516,1,203-11-39-40-10-202-3-4
500722,605517,1,10-202-203-11-39-40-3-4
500843,902045,1,39-40-3-4-10-202-203-11
500843,902091,1,10-202-203-11-39-40
500860,600731,1,39-40-3-4-10-202-203-11
501221,201876,1,10-202-203-39-40-11-3-4
501221,201877,1,10-202-203-39-40-11-3-4
501525,641140,1,10-202-11-203-39-40-3-4
501525,641183,1,3-4-10-202-5-6-11-203-39-40
501525,642233,1,5-6-10-202-203-11-3-4-39-40
501525,642433,1,3-4-5-6-39-40-10-202-203-11
501590,901182,1,3-4-10-202-39-40-203-11
501735,914855,1,39-40-3-10-202-203-11
501809,600061,1,39-40-10-200-201-11
501809,600061,2,39-40-10-200-201-11
501809,600061,3,39-40-10-200-201-11
501809,600061,4,39-40-10-200-201-11
501809,600061,5,39-40-10-200-201-11
501977,603002,1,3-4-5-6-10-202-39-40-203-11
501977,603002,2,3-4-5-6-10-202-39-40-11-203
501977,603002,3,3-4-5-6-39-40-10-202-11-203
501977,603002,4,39-40-3-4-5-6-10-202-203-11
502073,601178,1,10-202-203-11-3-4-39-40
502073,601178,2,10-202-203-11-3-4-39-40
502785,200391,1,39-40-10-200-201-11
502785,200392,1,10-200-201-11-39-40
502937,900192,1,3-4-10-202-203-11-39-40
502953,910983,1,11-203-39-40-10-202-3-4
503188,902856,1,3-4-10-202-11-203-39-40
503188,902857,1,3-4-10-202-203-11-39-40
503210,615954,1,3-4-10-202-203-11-39-40
503210,616005,1,39-40-3-10-202-203-11-12-430-13-431
503210,616228,1,11-10-202-203-39-40-3-4-5-6
503210,616230,1,39-40-11-3-4-5-6-10-202-203
503210,616231,1,39-40-3-4-10-204-205-11
503210,616232,1,39-40-3-4-10-202-203-11
503210,616604,1,10-202-11-203-39-40-3-4-5-6
503210,616734,1,3-4-5-6-10-202-203-11-39-40
503210,616754,1,3-4-5-6-10-202-203-11-39-40
503257,902202,1,10-202-11-203-39-40
503296,200700,1,3-4-10-202-203-11-39-40
503395,900156,1,3-4-10-202-203-11-39-40
503453,601783,1,39-40-3-4-5-6-10-202-203-11
503453,601784,1,39-40-3-4-5-6-11
503453,601798,1,39-40-3-4-5-6-10-202-11-203
503453,601799,1,3-4-5-6-10-202-203-11-39-40
503570,203066,1,10-200-201-11-39-40
503677,403710,1,10-204-11-205-39-40-3-4
503677,403746,1,39-40-10-202-203-11
503677,403746,2,39-40-203-11-10-202
503677,403746,3,203-11-39-40-10-202-3-4
503677,403746,4,10-202-203-11-39-40
503677,403748,1,39-40-10-200-201-11-12-13-430-431
503991,602578,1,39-40-11-10-202-203
504064,600522,1,11-39-40-10-202-203
504288,602776,1,3-4-5-6-39-40-10-202-203-11-12-430-13-431
504584,200002,1,203-11-39-40-3-4-5-6-10-202
504611,602922,1,10-204-11-205-3-4-39-40
504611,602923,1,39-40-3-4-10-204-11-205
504611,602923,2,39-40-3-4-10-204-11-205
504611,602923,3,39-40-3-4-10-204-205-11
504611,602930,1,3-4-39-40-10-204-205-11
504611,602945,1,10-202-11-203-39-40
504611,602991,1,11-203-10-202-39-40-3-4
504611,603009,1,10-202-11-203-39-40
504611,603010,1,39-40-3-4-10-202-11-203
504611,603035,1,201-11-39-40-10-200
504611,603041,1,11-39-40-203-3-4-10-202
504611,603044,1,3-4-10-202-11-203-39-40
504611,603045,1,3-4-11-39-40
504611,603066,1,3-4-10-202-203-11-12-310-13-311-39-40
504611,603070,1,39-40-10-200-201-11
504611,603070,2,39-40-10-200-201-11
504611,603072,1,10-204-205-11-39-40
504611,603072,2,10-204-205-11-39-40
504726,600107,1,39-40-10-202-203-11-3-4
504892,410177,1,3-4-5-6-10-202-203-11-39-40
504892,410216,1,12-430-13-431-39-40-11-10-200-201
504892,410243,1,3-4-5-6-10-202-11-203-12-430-13-431-39-40
504892,410410,1,3-4-10-202-203-11-12-430-13-431-39-40
504892,410411,1,3-4-10-202-203-11-12-430-13-431-39-40
504953,402046,1,10-202-203-11-39-40
504953,402046,2,10-202-203-11-39-40
504953,402046,3,10-202-203-11-39-40
